City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,ancud,-41.8697,-73.8203,16.28,60,51,3.23,CL,1678220529
365,ribeira brava,32.65,-17.0667,20.0,84,95,2.18,PT,1678220531
366,katsuura,35.1333,140.3,12.75,63,0,2.98,JP,1678220532
367,teya,60.3778,92.6267,-9.95,92,93,2.75,RU,1678220534
368,galesong,-5.3166,119.3661,24.01,84,98,2.69,ID,1678220536
369,nanlong,31.3533,106.0631,13.58,85,100,1.19,CN,1678220538
370,puerto palomas,31.7667,-107.6167,19.87,22,100,7.97,MX,1678220539
371,luganville,-15.5333,167.1667,26.16,85,20,1.29,VU,1678220541
372,ziyang,29.2497,117.8547,15.54,54,97,1.05,CN,1678220543
373,hede,33.7681,120.2517,12.73,53,100,3.5,CN,1678220544
374,aktau,43.65,51.2,-1.68,68,0,3.29,KZ,1678220545
375,wanaka,-44.7,169.15,15.62,87,100,0.89,NZ,1678220547
376,sur,22.5667,59.5289,24.71,51,5,3.01,OM,1678220548
377,upata,8.0086,-62.3989,29.91,45,91,3.52,VE,1678220550
378,mayor pablo lagerenza,-19.9309,-60.7718,39.78,25,42,4.76,PY,1678220551
379,shakiso,5.75,38.9167,19.09,42,61,2.16,ET,1678220553
380,kikwit,-5.041,18.8162,20.81,95,99,1.41,CD,1678220555
381,kerman,30.2832,57.0788,13.92,41,40,2.06,IR,1678220557
382,aragarcas,-15.8975,-52.2508,32.36,58,40,2.06,BR,1678220551
383,nieuw amsterdam,5.8833,-55.0833,26.19,88,40,1.03,SR,1678220559
384,wanning,18.8003,110.3967,19.23,86,13,0.95,CN,1678220562
385,talara,-4.5772,-81.2719,29.42,70,40,5.14,PE,1678220564
386,kiruna,67.8557,20.2251,-18.49,85,75,1.03,SE,1678220566
387,hualmay,-11.0964,-77.6139,25.97,67,100,3.38,PE,1678220567
388,barabai,-2.5833,115.3833,22.39,98,84,0.31,ID,1678220568
389,portland,45.5234,-122.6762,9.15,79,75,3.13,US,1678220110
390,talcahuano,-36.7167,-73.1167,17.82,77,75,4.63,CL,1678220416
391,znamenskoye,57.1281,73.8282,-6.51,95,100,2.94,RU,1678220572
392,necochea,-38.5473,-58.7368,21.38,75,99,5.67,AR,1678220425
393,billings,45.7833,-108.5007,0.16,73,40,1.34,US,1678220574
394,leningradskiy,69.3833,178.4167,-32.58,96,96,0.81,RU,1678220575
395,west bay,19.3667,-81.4167,27.26,81,75,3.09,KY,1678220577
396,bar harbor,44.3876,-68.2039,2.93,67,100,4.12,US,1678220578
397,tabou,4.423,-7.3528,26.87,85,98,3.6,CI,1678220581
398,kidal,18.4411,1.4078,28.44,6,93,5.16,ML,1678220584
399,oranjestad,12.524,-70.027,27.97,69,40,9.26,AW,1678220457
400,aitape,-3.1374,142.3475,23.84,90,100,1.93,PG,1678220586
401,sandwick,60.0,-1.25,-3.1,74,20,3.6,GB,1678220588
402,bernburg,51.8,11.7333,1.66,86,100,5.05,DE,1678220215
403,myre,69.1036,15.9492,-7.03,52,100,4.57,NO,1678220592
404,francisco sa,-16.4758,-43.4883,31.08,49,97,2.93,BR,1678220594
405,quzhou,28.9594,118.8686,15.06,55,100,0.61,CN,1678220595
406,bubaque,11.2833,-15.8333,24.99,70,95,5.53,GW,1678220597
407,ariano irpino,41.1489,15.0833,8.03,90,38,5.05,IT,1678220598
408,santa cruz,-17.8,-63.1667,30.03,66,75,6.69,BO,1678220384
409,pingliang,35.5392,106.6861,8.48,31,0,1.52,CN,1678220601
410,chabahar,25.2919,60.643,24.43,66,0,3.32,IR,1678220604
411,narsaq,60.9167,-46.05,2.12,80,9,2.57,GL,1678220605
412,saint-joseph,-21.3667,55.6167,25.21,85,76,5.78,RE,1678220607
413,sayyan,15.1718,44.3244,14.58,25,1,2.72,YE,1678220608
414,antalaha,-14.9003,50.2788,25.0,87,97,1.66,MG,1678220610
415,plettenberg bay,-34.0527,23.3716,18.16,92,50,2.25,ZA,1678220611
416,mozarlandia,-14.7447,-50.5706,30.79,63,69,1.13,BR,1678220613
417,tautira,-17.7333,-149.15,26.42,82,14,5.32,PF,1678220614
418,bereda,43.2686,-7.5406,12.45,88,100,4.96,ES,1678220616
419,magadan,59.5667,150.8,-23.29,99,87,2.48,RU,1678220617
420,teguise,29.0605,-13.564,18.12,73,20,4.12,ES,1678220620
421,san ramon,37.7799,-121.978,13.09,60,40,3.09,US,1678220498
422,manaus,-3.1019,-60.025,26.28,83,75,1.03,BR,1678220624
423,dalnerechensk,45.9339,133.7225,-1.87,92,100,5.81,RU,1678220625
424,nome,64.5011,-165.4064,1.2,100,100,8.23,US,1678220305
425,bossangoa,6.4926,17.4552,29.55,15,100,0.58,CF,1678220627
426,moss point,30.4116,-88.5345,30.19,69,75,2.57,US,1678220629
427,asbestos,45.7668,-71.9324,-3.26,93,100,4.89,CA,1678220631
428,eureka,40.8021,-124.1637,5.67,94,100,1.34,US,1678220632
429,razole,16.4833,81.8333,21.97,78,100,0.8,IN,1678220634
430,sobolevo,54.4299,31.8996,-12.76,98,81,2.64,RU,1678220635
431,ostrovnoy,68.0531,39.5131,-16.66,97,93,2.97,RU,1678220472
432,pozo colorado,-23.4923,-58.7972,30.03,68,100,2.35,PY,1678220637
433,kasangulu,-4.5911,15.1708,23.03,85,100,0.18,CD,1678220639
434,neusiedl am see,47.9357,16.8325,6.16,88,100,2.24,AT,1678220640
435,palembang,-2.9167,104.7458,24.05,100,40,2.06,ID,1678220641
436,yeniseysk,58.4497,92.1703,-8.49,97,95,1.6,RU,1678220644
437,bowen,-20.0167,148.2333,25.76,85,98,4.76,AU,1678220622
438,mogok,22.9167,96.5,16.61,46,0,0.82,MM,1678220647
439,ponta delgada,37.7333,-25.6667,16.4,88,20,6.69,PT,1678220648
440,bay city,43.5945,-83.8889,5.03,51,0,4.63,US,1678220395
441,tsaratanana,-16.7833,47.65,22.45,92,95,0.4,MG,1678220651
442,avera,33.194,-82.5271,28.08,38,0,4.56,US,1678220653
443,grindavik,63.8424,-22.4338,-6.74,58,20,12.35,IS,1678220656
444,miri,4.4148,114.0089,24.08,94,40,0.51,MY,1678220654
445,el triunfo,-1.9333,-79.9667,28.02,86,100,3.92,EC,1678220658
446,saint anthony,45.0205,-93.218,3.96,56,0,5.66,US,1678220660
447,san vicente,-26.6167,-54.1333,32.52,23,2,1.87,AR,1678220662
448,sisimiut,66.9395,-53.6735,-2.01,71,10,3.41,GL,1678220663
449,odweyne,9.4092,45.064,21.38,59,8,3.24,SO,1678220664
450,roma,43.2128,-75.4557,0.46,61,100,8.23,US,1678220416
451,rakiv lis,51.6217,24.9243,1.12,81,100,5.22,UA,1678220667
452,mahajanga,-15.7167,46.3167,25.01,94,75,1.03,MG,1678220668
453,chalmette,29.9427,-89.9634,28.33,68,75,3.09,US,1678220499
454,barbacoas,1.6715,-78.1398,28.03,84,100,2.15,CO,1678220671
455,solnechnyy,50.7214,136.6319,-14.25,94,49,1.92,RU,1678220674
456,los llanos de aridane,28.6585,-17.9182,16.86,93,20,2.57,ES,1678220675
457,jaciara,-15.9653,-54.9683,31.72,54,100,1.2,BR,1678220677
458,hamilton,39.1834,-84.5333,10.91,46,0,7.72,US,1678220521
459,mundo nuevo,18.7,-95.5,26.97,69,100,4.78,MX,1678220679
460,talnakh,69.4865,88.3972,-29.33,93,93,0.6,RU,1678220681
461,tarbagatay,51.4803,107.3602,-7.26,94,100,1.52,RU,1678220682
462,qinzhou,21.95,108.6167,18.99,80,0,2.3,CN,1678220683
463,abha,18.2164,42.5053,16.9,63,0,0.0,SA,1678220570
464,khilok,51.3674,110.4676,-6.75,91,100,1.4,RU,1678220686
465,elko,41.0002,-115.5012,-4.97,68,54,1.79,US,1678220687
466,mount pleasant,32.7941,-79.8626,30.08,37,0,5.14,US,1678220081
467,przasnysz,53.0191,20.8803,3.54,92,100,9.27,PL,1678220689
468,chulman,56.8479,124.9104,-31.74,100,69,1.21,RU,1678220691
469,hambantota,6.1241,81.1185,24.85,83,0,6.98,LK,1678220692
470,jieshi,22.8134,115.8257,17.33,87,16,2.62,CN,1678220693
471,cobija,-11.0267,-68.7692,32.1,62,75,5.14,BO,1678220694
472,pandan,14.0453,124.1694,24.36,79,97,5.72,PH,1678220696
473,kurchum,48.5722,83.6542,2.93,85,100,6.46,KZ,1678220698
474,shimoda,34.6667,138.95,8.95,54,0,3.55,JP,1678220699
475,svetlyy,54.675,20.1347,1.03,77,100,9.57,RU,1678220701
476,asyut,27.181,31.1837,15.1,29,0,3.77,EG,1678220702
477,bara,10.3744,10.7288,29.15,11,55,0.85,NG,1678220704
478,esmeraldas,-19.7625,-44.3139,29.06,76,100,0.94,BR,1678220705
479,kandrian,-6.2167,149.55,24.77,87,100,2.54,PG,1678220709
480,havelock,34.8791,-76.9013,26.99,41,4,4.92,US,1678220710
481,post falls,47.718,-116.9516,5.86,64,0,2.06,US,1678220547
482,saint george,37.1041,-113.5841,13.86,37,0,1.79,US,1678220713
483,saint-denis,48.9167,2.3333,8.27,71,100,6.17,FR,1678220350
484,kuchera,26.9839,73.9719,22.65,36,95,2.55,IN,1678220715
485,oparino,59.8518,48.2783,-5.77,96,100,2.44,RU,1678220717
486,flin flon,54.7682,-101.865,-14.09,43,0,2.06,CA,1678220718
487,aranos,-24.1333,19.1167,25.71,10,8,7.74,NA,1678220505
488,bila krynytsya,50.6398,29.4704,-0.31,82,47,2.71,UA,1678220721
489,sibolga,1.7427,98.7792,24.22,92,100,2.1,ID,1678220722
490,kloulklubed,7.0419,134.2556,24.28,79,43,6.24,PW,1678220725
491,beni mazar,28.4962,30.8029,16.35,32,0,4.47,EG,1678220726
492,mont-dore,-22.2833,166.5833,26.11,99,7,2.96,NC,1678220727
493,aliaga,15.5167,120.8667,22.72,91,0,1.13,PH,1678220729
494,jalingo,8.8833,11.3667,31.53,21,72,0.97,NG,1678220732
495,atbasar,51.8,68.3333,-2.48,89,96,9.72,KZ,1678220734
496,nuuk,64.1835,-51.7216,0.49,80,15,10.28,GL,1678220735
497,hollins,37.3413,-79.9431,15.21,33,40,10.8,US,1678220737
498,nazira,26.9167,94.7333,19.41,57,2,0.64,IN,1678220738
499,lamar,33.6668,-95.5836,25.76,89,100,5.66,US,1678220740
500,wadi maliz,36.4681,8.5495,15.81,68,95,0.74,TN,1678220741
501,bambanglipuro,-7.95,110.2833,24.26,86,18,1.27,ID,1678220742
502,ketchikan,55.3422,-131.6461,-0.74,40,20,4.12,US,1678220744
503,vila franca do campo,37.7167,-25.4333,16.23,87,56,9.28,PT,1678220745
504,daru,-9.0763,143.2092,24.83,89,91,5.18,PG,1678220746
505,khandyga,62.6667,135.6,-25.91,100,99,1.17,RU,1678220747
506,madras,13.0878,80.2785,26.99,74,20,1.54,IN,1678220749
507,raga,8.4596,25.678,29.01,33,16,1.57,SS,1678220750
508,chenghai,23.4632,116.768,11.95,87,4,0.0,CN,1678220751
509,mackay,-21.15,149.2,24.82,83,35,3.99,AU,1678220753
510,sindi,20.8,78.8667,19.49,43,1,2.36,IN,1678220754
511,soyaniquilpan,19.9833,-99.5,25.88,6,6,4.66,MX,1678220755
512,moose factory,51.2585,-80.6094,-6.0,53,0,8.75,CA,1678220757
513,windhoek,-22.5594,17.0832,22.11,16,3,1.54,NA,1678220638
514,egvekinot,66.3167,-179.1667,-22.83,84,100,4.43,RU,1678220759
515,paraiso,9.8383,-83.8656,24.95,87,100,1.55,CR,1678220760
516,vardo,70.3705,31.1107,-13.01,72,0,9.77,NO,1678220763
517,tilichiki,60.4667,166.1,-11.77,93,100,3.1,RU,1678220764
518,palaia fokaia,37.72,23.9463,14.4,78,15,7.06,GR,1678220766
519,saint-leu,-21.15,55.2833,25.48,95,96,2.8,RE,1678220767
520,ouallam,14.3188,2.0866,30.72,9,100,1.68,NE,1678220769
521,chandbali,20.7833,86.7667,22.33,68,100,3.22,IN,1678220771
522,impfondo,1.6381,18.0667,26.59,61,96,1.57,CG,1678220773
523,aqtobe,50.2797,57.2072,-5.95,86,0,3.0,KZ,1678220774
524,san quintin,30.4833,-115.95,14.95,60,100,8.88,MX,1678220775
525,klaksvik,62.2266,-6.589,-2.49,58,100,12.11,FO,1678220777
526,birin,26.8865,88.0718,12.22,45,0,2.23,NP,1678220778
527,lagoa,39.05,-27.9833,14.93,81,4,14.47,PT,1678220780
528,vao,-22.6667,167.4833,24.79,58,37,5.02,NC,1678220781
529,aracoiaba,-4.3711,-38.8142,28.13,70,16,4.08,BR,1678220783
530,asheboro,35.7079,-79.8136,23.5,15,0,8.75,US,1678220604
531,bonfim,3.0833,-59.95,33.69,39,100,3.34,BR,1678220785
532,usevya,-7.1,31.2333,22.69,74,100,0.45,TZ,1678220787
533,fort saint james,54.4333,-124.25,-9.33,86,100,1.19,CA,1678220788
534,aguimes,27.9054,-15.4461,17.35,77,0,3.09,ES,1678220789
535,porto novo,6.4965,2.6036,28.9,76,100,3.59,BJ,1678220791
536,ostuacan,17.4167,-93.3,26.45,65,100,2.05,MX,1678220792
537,vanavara,60.34,102.2797,-5.52,90,100,5.11,RU,1678220794
538,kuzhener,56.8111,48.9128,-8.53,96,88,3.63,RU,1678220795
539,garissa,-0.4536,39.6401,29.44,53,51,7.31,KE,1678220796
540,troy,42.6056,-83.1499,6.04,42,0,5.14,US,1678220798
541,moroni,-11.7022,43.2551,26.14,79,75,4.5,KM,1678220778
542,puerto cabezas,14.0351,-83.3888,27.98,83,40,4.12,NI,1678220801
543,sangar,63.9242,127.4739,-34.92,100,100,0.31,RU,1678220802
544,verkhoturye,58.8627,60.8054,-8.87,96,100,2.59,RU,1678220803
545,vorona,47.5967,26.6448,4.84,70,90,2.43,RO,1678220805
546,jiwani,25.05,61.7417,24.25,68,0,2.63,PK,1678220806
547,leer,53.2316,7.461,0.53,94,57,3.21,DE,1678220807
548,yar-sale,66.8333,70.8333,-20.69,93,100,8.14,RU,1678220808
549,ghanzi,-21.5667,21.7833,26.55,46,100,3.4,BW,1678220810
550,kropotkin,45.4375,40.5756,4.72,68,23,3.95,RU,1678220811
551,srivardhan,18.0333,73.0167,25.49,50,6,2.52,IN,1678220812
552,padang,-0.9492,100.3543,24.78,86,74,1.97,ID,1678220814
553,rosarito,32.3333,-117.0333,16.8,58,98,5.33,MX,1678220165
554,artesia,33.8658,-118.0831,18.27,56,0,3.6,US,1678220816
555,rio cauto,20.5603,-76.9161,34.65,25,0,2.28,CU,1678220817
556,beidao,34.5686,105.8933,10.14,63,50,0.36,CN,1678220819
557,karratha,-20.7377,116.8463,29.38,71,97,4.9,AU,1678220820
558,balakhta,55.38,91.6,-13.29,96,100,1.49,RU,1678220821
559,cururupu,-1.8283,-44.8683,25.41,92,99,2.82,BR,1678220823
560,ngaoundere,7.3167,13.5833,24.67,13,42,2.04,CM,1678220824
561,hofn,64.2539,-15.2082,-4.68,65,14,13.1,IS,1678220825
562,palmer,42.1584,-72.3287,4.8,49,75,9.77,US,1678220827
563,nacozari,25.3366,-108.2574,26.43,25,100,4.33,MX,1678220828
564,ninh binh,20.2539,105.975,19.29,95,9,1.88,VN,1678220830
565,guarumal,8.35,-82.5333,25.05,94,75,2.57,PA,1678220831
